City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Saint-Philippe,RE,-21.3585,55.7679,71.19,80,36,4.36,scattered clouds
1,Ushuaia,AR,-54.8,-68.3,26.42,93,99,4.05,light snow
2,Khatanga,RU,71.9667,102.5,29.68,85,97,10.25,overcast clouds
3,Gigmoto,PH,13.7796,124.39,84.99,78,93,8.46,overcast clouds
4,Clyde River,CA,70.4692,-68.5914,28.63,86,90,21.85,overcast clouds
5,Saskylakh,RU,71.9167,114.0833,32.31,73,73,4.16,broken clouds
6,Coahuayana,MX,18.7333,-103.6833,90.88,52,100,5.06,overcast clouds
7,Snezhnogorsk,RU,69.1933,33.2531,38.98,81,99,16.58,overcast clouds
8,Nampula,MZ,-15.1165,39.2666,63.52,97,100,3.98,light rain
9,Qaanaaq,GL,77.484,-69.3632,38.19,72,100,7.63,overcast clouds
10,Dudinka,RU,69.4058,86.1778,20.03,94,60,10.74,broken clouds
11,Bowen,AU,-20.0167,148.2333,70.84,47,1,9.95,clear sky
12,Hilo,US,19.7297,-155.09,83.28,69,20,12.66,few clouds
13,Talcahuano,CL,-36.7167,-73.1167,55.08,94,75,3.44,broken clouds
14,Geraldton,AU,-28.7667,114.6,68.13,55,90,2.82,light rain
15,Kapaa,US,22.0752,-159.319,84.18,68,20,1.99,few clouds
16,Kodiak,US,57.79,-152.4072,56.71,58,1,10.36,clear sky
17,Punta Arenas,CL,-53.15,-70.9167,28.51,86,0,14.99,clear sky
18,Shushenskoye,RU,53.325,91.9356,58.68,90,100,19.26,heavy intensity rain
19,Carnarvon,AU,-24.8667,113.6333,68.07,68,36,12.66,scattered clouds
20,Warwick,US,41.7001,-71.4162,73.53,50,18,1.99,few clouds
21,Avarua,CK,-21.2078,-159.775,84.25,79,40,17.27,light rain
22,Mount Pleasant,US,32.7941,-79.8626,86.14,66,1,1.99,clear sky
23,Bergen,NO,60.392,5.328,52.65,88,0,2.98,light rain
24,Vostochnyy,RU,55.8167,37.8667,61.11,96,88,2.82,overcast clouds
25,Yulara,AU,-25.2406,130.9889,52.03,43,78,13.82,broken clouds
26,Atuona,PF,-9.8,-139.0333,78.93,73,11,13.98,few clouds
27,Magadan,RU,59.5667,150.8,38.98,93,100,4.12,overcast clouds
28,Laela,TZ,-8.5667,32.05,52.75,92,1,3.36,clear sky
29,Marzuq,YE,14.4,46.4667,76.64,35,15,6.35,few clouds
30,Ambilobe,MG,-13.2,49.05,67.71,94,6,2.66,clear sky
31,Busselton,AU,-33.65,115.3333,55.04,69,0,9.86,clear sky
32,Tuktoyaktuk,CA,69.4541,-133.0374,28.4,93,75,10.36,broken clouds
33,Faya,SA,18.3851,42.4509,66.72,22,13,5.03,few clouds
34,Thompson,CA,55.7435,-97.8558,57.09,22,100,11.41,overcast clouds
35,Lengshuitan,CN,26.4111,111.5956,75.25,86,96,2.91,overcast clouds
36,Labuhan,ID,-6.8844,112.2051,80.19,81,30,6.71,scattered clouds
37,Narsaq,GL,60.9167,-46.05,52.02,63,63,7.11,broken clouds
38,Sao Filipe,CV,14.8961,-24.4956,73.87,75,4,6.29,clear sky
39,Tautira,PF,-17.7333,-149.15,86.02,67,23,10.49,few clouds
40,Lai,TD,9.3952,16.2989,81.77,57,74,8.99,broken clouds
41,Upernavik,GL,72.7868,-56.1549,33.78,98,85,5.53,overcast clouds
42,Kaitangata,NZ,-46.2817,169.8464,46.18,91,100,3.31,light rain
43,Hobart,AU,-42.8794,147.3294,47.91,69,40,3.0,scattered clouds
44,Ayagoz,KZ,47.9714,80.4392,57.33,63,89,19.77,overcast clouds
45,Bredasdorp,ZA,-34.5322,20.0403,63.28,68,95,8.01,overcast clouds
46,Sitka,US,57.0531,-135.33,48.09,71,90,6.91,overcast clouds
47,Beringovskiy,RU,63.05,179.3167,33.24,96,99,6.2,overcast clouds
48,Bluff,NZ,-46.6,168.3333,49.8,87,100,8.95,overcast clouds
49,Mataura,NZ,-46.1927,168.8643,49.48,93,100,0.98,overcast clouds
50,Saint-Francois,FR,46.4154,3.9054,48.67,94,0,0.0,clear sky
51,Victoria Point,AU,-27.5833,153.3,69.19,62,0,3.0,clear sky
52,Kahului,US,20.8947,-156.47,87.82,62,40,21.85,scattered clouds
53,Ilulissat,GL,69.2167,-51.1,53.62,32,82,9.22,broken clouds
54,Saint-Pierre,RE,-21.3393,55.4781,71.28,75,40,6.91,scattered clouds
55,North Bend,US,43.4065,-124.2243,63.25,68,90,11.5,overcast clouds
56,Batagay-Alyta,RU,67.8006,130.4114,57.96,40,65,4.23,broken clouds
57,Yokadouma,CM,3.5167,15.05,70.57,98,100,0.22,overcast clouds
58,Lebu,CL,-37.6167,-73.65,53.49,85,3,10.56,clear sky
59,Rikitea,PF,-23.1203,-134.9692,71.51,57,65,4.56,broken clouds
60,Didao,CN,45.3667,130.8,61.88,52,27,5.77,scattered clouds
61,Puerto Ayora,EC,-0.7393,-90.3518,75.54,93,49,4.0,scattered clouds
62,Ancud,CL,-41.8697,-73.8203,51.33,85,100,25.39,light rain
63,Berbera,SO,10.4396,45.0143,88.86,56,89,4.07,overcast clouds
64,Albany,US,42.6001,-73.9662,64.58,49,42,8.99,scattered clouds
65,Faanui,PF,-16.4833,-151.75,81.05,70,67,11.34,broken clouds
66,Cape Town,ZA,-33.9258,18.4232,59.88,88,100,4.0,moderate rain
67,Okha,RU,53.5739,142.9478,43.66,72,47,9.08,scattered clouds
68,Usinsk,RU,65.9939,57.5281,35.6,67,12,7.67,few clouds
69,Parabel,RU,58.6978,81.4825,37.08,68,100,20.49,overcast clouds
70,Korla,CN,41.7597,86.1469,74.64,17,36,0.72,scattered clouds
71,Sept-Iles,CA,50.2001,-66.3821,43.32,57,75,5.99,broken clouds
72,Poya,NC,-21.35,165.15,74.48,64,77,6.29,broken clouds
73,Linden,GY,6.0,-58.3,77.14,97,100,1.92,overcast clouds
74,Walvis Bay,NA,-22.9575,14.5053,64.71,62,12,14.12,few clouds
75,Souillac,MU,-20.5167,57.5167,74.35,86,90,6.62,overcast clouds
76,Pavlodar,KZ,52.3,76.95,48.0,61,0,8.97,clear sky
77,Zunyi,CN,27.6867,106.9072,62.55,94,100,3.76,overcast clouds
78,Cherskiy,RU,68.75,161.3,58.62,24,96,10.07,overcast clouds
79,Sawakin,SD,19.1059,37.3321,83.44,72,0,3.42,clear sky
80,Camacha,PT,33.0833,-16.3333,62.02,72,40,9.22,scattered clouds
81,Takab,IR,36.4009,47.1133,56.1,39,0,0.94,clear sky
82,Mandan,US,46.8267,-100.8896,50.04,50,1,4.0,clear sky
83,Bonavista,CA,48.6499,-53.1147,49.12,98,100,15.52,overcast clouds
84,Dickinson,US,29.4608,-95.0513,86.27,77,1,1.99,clear sky
85,Mount Gambier,AU,-37.8333,140.7667,52.29,73,98,5.44,overcast clouds
86,La Ronge,CA,55.1001,-105.2842,61.12,36,77,14.58,broken clouds
87,Morris,US,40.8334,-74.5329,74.39,48,34,3.0,scattered clouds
88,Hofn,IS,64.2539,-15.2082,43.32,77,99,10.22,overcast clouds
89,Fujin,CN,47.26,132.0322,61.84,57,59,5.84,broken clouds
90,Khorramshahr,IR,30.4397,48.1664,80.56,36,0,4.61,clear sky
91,Xuddur,SO,4.1213,43.8894,70.38,82,63,12.66,broken clouds
92,Hermanus,ZA,-34.4187,19.2345,63.81,73,92,13.78,overcast clouds
93,Termini Imerese,IT,37.9837,13.6956,66.87,67,48,1.92,scattered clouds
94,Baoning,CN,25.3378,110.026,78.66,83,20,2.19,few clouds
95,Nome,US,64.5011,-165.4064,60.12,33,1,10.36,clear sky
96,Tasiilaq,GL,65.6145,-37.6368,39.36,89,91,4.56,overcast clouds
97,Obera,AR,-27.4871,-55.1199,61.3,74,75,2.46,light rain
98,Mar Del Plata,AR,-38.0023,-57.5575,64.09,28,86,11.99,overcast clouds
99,Hirara,JP,24.8,125.2833,82.62,88,98,15.61,overcast clouds
100,Phaltan,IN,17.9833,74.4333,76.6,72,99,7.09,overcast clouds
101,Safakulevo,RU,54.9901,62.5442,47.62,74,4,6.4,clear sky
102,Iqaluit,CA,63.7506,-68.5145,32.7,74,97,15.99,overcast clouds
103,Antananarivo,MG,-18.9137,47.5361,53.56,100,75,2.48,broken clouds
104,Dikson,RU,73.5069,80.5464,20.14,99,89,6.8,overcast clouds
105,Otradnoye,RU,59.7775,30.8181,50.56,98,79,5.55,broken clouds
106,Castro,BR,-24.7911,-50.0119,59.27,86,78,3.0,broken clouds
107,Sumbe,AO,-11.2061,13.8437,74.48,74,3,5.39,clear sky
108,Jamestown,US,42.097,-79.2353,60.08,58,1,1.99,clear sky
109,Victoria,HK,22.2855,114.1577,89.33,81,99,1.01,overcast clouds
110,Esfahan,IR,32.6572,51.6776,56.84,28,1,4.92,clear sky
111,Chilca,PE,-12.5211,-76.7372,68.61,90,8,4.99,clear sky
112,Ust-Nera,RU,64.5667,143.2,52.36,55,56,6.85,broken clouds
113,Saint Pete Beach,US,27.7253,-82.7412,84.25,65,1,4.0,clear sky
114,Cap Malheureux,MU,-19.9842,57.6142,74.46,76,7,3.0,clear sky
115,Rawson,AR,-43.3002,-65.1023,56.08,41,91,16.17,overcast clouds
116,Barrow,US,71.2906,-156.7887,33.82,69,90,17.27,overcast clouds
117,Chinna Salem,IN,11.65,78.9,81.1,71,87,8.03,overcast clouds
118,Aswan,EG,24.0934,32.907,87.58,15,25,12.06,scattered clouds
119,Catuday,PH,16.2923,119.8062,84.49,72,73,6.38,broken clouds
120,San Patricio,US,28.017,-97.5169,86.09,79,41,17.78,scattered clouds
121,Toccoa,US,34.5773,-83.3324,83.39,64,90,3.44,overcast clouds
122,Yellowknife,CA,62.456,-114.3525,57.56,41,52,10.0,broken clouds
123,Nikolskoye,RU,59.7035,30.7861,50.4,98,77,5.19,broken clouds
124,Leningradskiy,RU,69.3833,178.4167,32.83,95,83,12.68,broken clouds
125,Vysokogornyy,RU,50.1167,139.15,54.9,53,78,3.27,broken clouds
126,Prnjavor,BA,44.8703,17.6628,51.06,97,100,7.54,light rain
127,Longyearbyen,SJ,78.2186,15.6401,28.24,64,40,12.66,scattered clouds
128,Scarborough,GB,54.2797,-0.4044,52.92,88,80,5.79,broken clouds
129,Tura,IN,25.5198,90.2201,73.42,92,92,4.07,overcast clouds
130,Bethel,US,41.3712,-73.414,73.94,57,1,6.91,clear sky
131,Shingu,JP,33.7333,135.9833,68.92,60,100,2.68,overcast clouds
132,Pontes E Lacerda,BR,-15.2261,-59.3353,75.58,59,37,2.66,scattered clouds
133,Iralaya,HN,15.0,-83.2333,82.49,80,56,10.74,broken clouds
134,Auki,SB,-8.7676,160.7034,77.77,83,100,1.61,overcast clouds
135,Sistranda,NO,63.7256,8.834,44.91,76,17,14.76,few clouds
136,Namatanai,PG,-3.6667,152.4333,78.33,89,100,6.64,light rain
137,Arman,RU,59.7,150.1667,43.41,85,100,6.4,overcast clouds
138,Padang,ID,-0.9492,100.3543,77.95,83,100,3.6,overcast clouds
139,Litovko,RU,49.2361,135.1742,57.27,56,23,6.31,few clouds
140,Westlock,CA,54.1502,-113.8688,75.96,56,99,7.63,overcast clouds
141,Gat,IL,31.61,34.7642,75.4,76,0,5.44,clear sky
142,Kaeo,NZ,-35.1,173.7833,63.32,87,63,11.23,broken clouds
143,Airai,TL,-8.9266,125.4092,64.54,68,57,5.03,broken clouds
144,Norman Wells,CA,65.282,-126.8329,45.81,68,100,3.33,overcast clouds
145,Baykit,RU,61.67,96.37,43.2,69,100,10.98,light rain
146,Yurginskoye,RU,56.8189,67.3921,41.27,80,23,3.33,few clouds
147,Robertsport,LR,6.7533,-11.3686,82.18,78,10,9.84,clear sky
148,East London,ZA,-33.0153,27.9116,62.29,78,73,10.27,broken clouds
149,Chapais,CA,49.7834,-74.8492,31.78,38,94,13.71,overcast clouds
150,Burnham,US,41.6389,-87.5567,62.85,75,90,4.0,overcast clouds
151,Pisco,PE,-13.7,-76.2167,65.01,94,90,8.05,overcast clouds
152,Pavlogradka,RU,54.2024,73.5592,48.4,63,6,5.14,clear sky
153,Krasnozerskoye,RU,53.9828,79.2374,45.14,66,7,10.51,clear sky
154,Solvychegodsk,RU,61.3305,46.9156,39.2,97,74,3.09,broken clouds
155,Kalengwa,ZM,-13.4659,25.0027,49.87,58,0,5.26,clear sky
156,Cabedelo,BR,-6.9811,-34.8339,75.87,84,61,11.61,broken clouds
157,Bilibino,RU,68.0546,166.4372,49.24,51,92,10.16,overcast clouds
158,Bengkulu,ID,-3.8004,102.2655,76.48,90,97,4.09,overcast clouds
159,Cabo San Lucas,MX,22.8909,-109.9124,95.5,19,20,4.61,few clouds
160,Santa Rita,BR,-7.1139,-34.9781,75.87,94,75,8.05,broken clouds
161,Erenhot,CN,43.6475,111.9767,53.29,36,9,9.98,clear sky
162,New Norfolk,AU,-42.7826,147.0587,47.57,51,32,6.22,scattered clouds
163,Fairbanks,US,64.8378,-147.7164,57.38,44,90,16.11,overcast clouds
164,Guerrero Negro,MX,27.9769,-114.0611,65.82,60,0,22.82,clear sky
165,Ballina,AU,-28.8667,153.5667,62.78,65,5,9.69,clear sky
166,Rio Gallegos,AR,-51.6226,-69.2181,30.25,80,40,14.97,scattered clouds
167,Yarega,RU,63.4354,53.5765,36.86,97,99,2.66,overcast clouds
168,Port Alfred,ZA,-33.5906,26.891,59.85,81,92,10.71,overcast clouds
169,Asau,RO,46.4333,26.4,59.4,100,90,3.74,overcast clouds
170,Kavaratti,IN,10.5669,72.642,83.35,76,13,16.35,few clouds
171,Mexico,PH,15.0646,120.7198,88.14,61,65,1.83,broken clouds
172,Compiegne,FR,49.4179,2.8261,55.2,95,31,5.53,scattered clouds
173,Villa Maria,AR,-32.4075,-63.2402,61.83,68,18,9.93,few clouds
174,Zeven,DE,53.3,9.2833,49.55,66,66,6.31,broken clouds
175,Port Elizabeth,ZA,-33.918,25.5701,57.09,80,73,7.27,broken clouds
176,Jumla,NP,29.2747,82.1838,56.03,92,100,5.08,overcast clouds
177,Terra Nova,BR,-12.3667,-40.6667,64.33,60,4,3.62,clear sky
178,Vaini,TO,-21.2,-175.2,73.85,68,10,7.94,clear sky
179,Nabire,ID,-3.3667,135.4833,82.6,80,96,2.53,overcast clouds
180,Marawi,PH,7.9986,124.2928,75.65,74,46,1.25,scattered clouds
181,Neiafu,TO,-18.65,-173.9833,77.63,70,89,5.37,overcast clouds
182,Taraza,CO,7.5836,-75.4007,76.95,96,63,1.39,broken clouds
183,Penzance,GB,50.1186,-5.5371,51.76,94,99,7.7,overcast clouds
184,Chumikan,RU,54.7183,135.315,39.43,76,87,5.5,overcast clouds
185,Torbay,CA,47.6666,-52.7314,54.88,96,90,28.77,overcast clouds
186,Smidovich,RU,48.6,133.8167,55.94,62,91,7.74,overcast clouds
187,Pevek,RU,69.7008,170.3133,37.4,71,56,1.45,broken clouds
188,Maceio,BR,-9.6658,-35.7353,77.76,73,60,10.02,broken clouds
189,Port Lincoln,AU,-34.7333,135.8667,60.69,63,100,10.13,overcast clouds
190,Sinnamary,GF,5.3833,-52.95,76.01,93,100,8.05,overcast clouds
191,Devonport,AU,-41.1667,146.35,51.01,53,14,7.02,few clouds
192,Port Augusta,AU,-32.5,137.7667,53.74,62,97,4.36,overcast clouds
193,Vardo,NO,70.3705,31.1107,36.9,76,83,23.17,broken clouds
194,Urengoy,RU,65.9667,78.3667,30.69,65,95,15.3,overcast clouds
195,Kaka,TM,37.3482,59.6143,74.61,47,63,9.06,broken clouds
196,Mahebourg,MU,-20.4081,57.7,74.25,86,41,7.52,light rain
197,Provideniya,RU,64.3833,-173.3,44.71,61,0,13.42,clear sky
198,Khandyga,RU,62.6667,135.6,63.27,31,26,3.8,scattered clouds
199,Luanda,AO,-8.8368,13.2343,72.3,90,67,7.56,broken clouds
200,Hasaki,JP,35.7333,140.8333,73.8,73,100,2.95,overcast clouds
201,Balkanabat,TM,39.5108,54.3671,72.59,51,0,3.78,clear sky
202,Czersk,PL,53.7959,17.9765,46.54,96,16,4.88,few clouds
203,Changping,CN,40.2186,116.2197,75.74,36,0,17.0,clear sky
204,Solwezi,ZM,-12.1688,26.3894,49.3,65,0,3.8,clear sky
205,Bloomingdale,US,27.8936,-82.2404,87.35,58,40,1.99,scattered clouds
206,Beira,MZ,-19.8436,34.8389,62.94,81,0,4.74,clear sky
207,Mkushi,ZM,-13.6202,29.3939,48.81,77,0,3.53,clear sky
208,Harlingen,US,26.1906,-97.6961,87.98,72,20,19.57,few clouds
209,Chuy,UY,-33.6971,-53.4616,56.53,84,0,7.47,clear sky
210,Paragould,US,36.0584,-90.4973,85.84,71,91,11.01,moderate rain
211,Salalah,OM,17.0151,54.0924,82.49,83,40,4.61,scattered clouds
212,Mana,GF,5.6592,-53.7767,75.61,94,100,7.23,light rain
213,Malakal,SS,9.5334,31.6605,80.89,62,71,4.12,broken clouds
214,Kilindoni,TZ,-7.9139,39.6668,78.87,67,22,14.9,light rain
215,Salmas,IR,38.1973,44.7653,52.79,34,1,4.27,clear sky
216,Esperance,AU,-33.8667,121.9,58.06,50,4,16.24,clear sky
217,Bandarbeyla,SO,9.4942,50.8122,78.94,77,100,16.96,overcast clouds
218,Kjollefjord,NO,70.9457,27.3465,36.63,73,99,21.68,overcast clouds
219,Tungor,RU,53.3808,142.9564,47.52,63,44,9.35,scattered clouds
220,Necochea,AR,-38.5473,-58.7368,58.03,61,100,18.99,overcast clouds
221,Neustadt,DE,49.7117,12.0872,48.97,87,90,4.38,overcast clouds
222,Sambava,MG,-14.2667,50.1667,69.78,85,2,7.99,clear sky
223,Chokurdakh,RU,70.6333,147.9167,42.08,57,21,12.06,few clouds
224,Miraflores,MX,19.2167,-98.8083,79.45,46,97,1.66,overcast clouds
225,Fallon,US,39.4735,-118.7774,86.41,6,20,10.36,few clouds
226,Port Hardy,CA,50.6996,-127.4199,51.48,84,99,2.8,light rain
227,Kuli,RU,42.0185,47.2434,43.14,83,8,6.89,clear sky
228,Ajdabiya,LY,30.7554,20.2263,74.62,38,0,6.29,clear sky
229,Balsta,SE,59.5671,17.5278,44.53,97,100,10.74,overcast clouds
230,Itarema,BR,-2.9248,-39.9167,80.04,77,10,14.56,clear sky
231,Maryborough,AU,-25.5333,152.7,65.1,46,0,5.28,clear sky
232,Ormara,PK,25.2088,64.6357,84.72,79,16,5.7,few clouds
233,Cidreira,BR,-30.1811,-50.2056,60.46,71,0,6.76,clear sky
234,Hami,CN,42.8,93.45,82.96,11,99,2.68,overcast clouds
235,Tashla,RU,51.7716,52.7427,59.86,61,32,10.96,scattered clouds
236,Palmer,US,42.1584,-72.3287,70.03,53,20,6.58,few clouds
237,Xai-Xai,MZ,-25.0519,33.6442,61.09,78,0,9.69,clear sky
238,Ribeira Grande,PT,38.5167,-28.7,59.56,63,100,8.34,overcast clouds
239,Lavrentiya,RU,65.5833,-171.0,34.65,88,6,9.13,clear sky
240,Kottapalli,IN,18.4833,79.1,87.78,46,100,12.62,overcast clouds
241,Santo Tomas,PH,14.1079,121.1414,89.85,66,98,5.53,overcast clouds
242,Tomatlan,MX,19.9333,-105.25,86.63,46,53,7.11,broken clouds
243,Mangan,IN,27.5167,88.5333,72.28,98,100,1.16,overcast clouds
244,Tiksi,RU,71.6872,128.8694,35.02,89,100,7.65,overcast clouds
245,Pulivendla,IN,14.4167,78.2333,79.97,62,2,19.84,clear sky
246,Ulagan,RU,50.6321,87.9563,56.64,76,81,4.65,broken clouds
247,Sisimiut,GL,66.9395,-53.6735,37.42,85,86,4.41,overcast clouds
248,Beroroha,MG,-21.6667,45.1667,60.84,88,0,0.83,clear sky
249,Santa Luzia,BR,-19.7697,-43.8514,72.5,72,41,4.25,scattered clouds
250,Timberlake,US,37.3207,-79.2575,78.84,64,1,0.0,clear sky
251,Prince Rupert,CA,54.3161,-130.3201,51.89,76,75,9.22,broken clouds
252,Naze,JP,28.3667,129.4833,71.76,93,100,0.63,light rain
253,Mogadishu,SO,2.0371,45.3438,78.31,82,35,13.53,scattered clouds
254,Rabo De Peixe,PT,37.8,-25.5833,58.51,72,20,5.91,few clouds
255,Grand-Santi,GF,4.25,-54.3833,72.45,100,100,1.48,light rain
256,Butaritari,KI,3.0707,172.7902,83.91,79,96,18.28,light rain
257,Helong,CN,42.5397,128.9972,55.58,65,100,3.83,overcast clouds
258,Llanes,ES,43.4198,-4.7549,60.85,82,100,6.42,overcast clouds
259,Nanortalik,GL,60.1432,-45.2371,42.6,74,38,3.04,scattered clouds
260,Tashtyp,RU,52.7939,89.8983,55.36,88,100,15.75,moderate rain
261,Laguna,US,38.421,-121.4238,92.44,27,1,5.01,clear sky
262,Karratha,AU,-20.7377,116.8463,75.92,60,71,11.54,broken clouds
263,Strezhevoy,RU,60.7333,77.5889,37.38,75,15,11.45,few clouds
264,Pundaguitan,PH,6.3711,126.1689,83.3,76,16,4.7,few clouds
265,Mandiana,GN,10.6333,-8.6833,81.66,60,82,3.71,light rain
266,Rabat,MA,33.9911,-6.8401,67.05,94,0,5.95,clear sky
267,Price,US,39.5994,-110.8107,79.86,12,1,9.22,clear sky
268,Cap-Aux-Meules,CA,47.3821,-61.8597,43.0,73,37,11.39,scattered clouds
269,Severo-Kurilsk,RU,50.6789,156.125,40.21,79,88,10.76,overcast clouds
270,Bosaso,SO,11.2842,49.1816,88.21,50,95,6.08,overcast clouds
271,Constitucion,CL,-35.3333,-72.4167,56.55,94,100,4.43,overcast clouds
272,Sarangani,PH,5.4033,125.4636,83.43,74,41,3.91,scattered clouds
273,Belaya Gora,RU,68.5333,146.4167,60.93,36,35,11.83,scattered clouds
274,Puerto Escondido,MX,15.85,-97.0667,84.43,71,100,7.7,overcast clouds
275,Puerto Madero,MX,14.7208,-92.4215,79.0,100,75,3.44,broken clouds
276,Ondangwa,NA,-17.9167,15.95,60.71,34,0,9.01,clear sky
277,Hithadhoo,MV,-0.6,73.0833,81.88,78,100,18.32,overcast clouds
278,Moussoro,TD,13.6408,16.4901,86.23,19,37,9.33,scattered clouds
279,Talnakh,RU,69.4865,88.3972,19.69,81,54,1.88,broken clouds
280,Polovinnoye,RU,54.7914,65.9864,46.83,74,7,3.67,clear sky
281,Batangafo,CF,7.3008,18.2833,72.09,94,99,3.71,overcast clouds
282,Raymond,US,43.9015,-70.4703,64.24,45,48,7.2,scattered clouds
283,Mount Isa,AU,-20.7333,139.5,65.97,26,1,13.8,clear sky
284,Chernyshevskiy,RU,63.0128,112.4714,54.37,67,80,5.57,broken clouds
285,Marsa Matruh,EG,31.3525,27.2453,68.23,77,0,12.08,clear sky
286,Canchungo,GW,12.0672,-16.0333,74.35,77,9,3.44,clear sky
287,Lompoc,US,34.6391,-120.4579,76.14,72,20,16.11,few clouds
288,Tecoanapa,MX,16.5167,-98.75,86.43,56,96,7.81,overcast clouds
289,Lata,PT,40.1629,-8.3327,61.72,90,100,0.94,overcast clouds
290,Vyritsa,RU,59.4078,30.3481,49.51,99,73,4.45,broken clouds
291,Kota Bahru,MY,6.1333,102.2386,77.0,90,99,5.26,overcast clouds
292,Wellington,NZ,-41.2866,174.7756,56.71,74,75,1.99,broken clouds
293,Alta Floresta,BR,-9.8756,-56.0861,74.25,67,7,3.22,clear sky
294,Hervey Bay,AU,-25.2986,152.8535,66.31,55,6,3.0,clear sky
295,Toora-Khem,RU,52.4675,96.11,53.78,94,97,2.35,overcast clouds
296,Whitianga,NZ,-36.8333,175.7,60.03,73,94,5.7,overcast clouds
297,Mezhdurechenskiy,RU,59.6,65.9333,41.23,85,100,4.81,overcast clouds
298,Saint-Augustin,CA,51.226,-58.6502,45.43,86,79,3.47,broken clouds
299,Namibe,AO,-15.1961,12.1522,74.71,63,0,4.21,clear sky
300,Mezen,RU,65.8522,44.24,38.88,92,99,6.26,overcast clouds
301,Kenai,US,60.5544,-151.2583,63.03,64,1,27.63,clear sky
302,Adre,TD,13.4667,22.2,83.84,37,85,4.09,overcast clouds
303,Rio Grande,BR,-32.035,-52.0986,56.95,77,0,6.91,clear sky
304,Broken Hill,AU,-31.95,141.4333,53.02,72,31,15.99,scattered clouds
305,Barranca,PE,-10.75,-77.7667,66.31,88,42,7.05,scattered clouds
306,Saint-Leu,RE,-21.15,55.2833,70.66,75,9,4.32,clear sky
307,Alice Springs,AU,-23.7,133.8833,49.55,53,0,16.22,clear sky
308,Fare,PF,-16.7,-151.0167,80.24,74,55,10.22,broken clouds
309,Ketchikan,US,55.3422,-131.6461,58.98,45,66,6.91,broken clouds
310,Buesaco,CO,1.3902,-77.1598,59.45,93,75,3.87,broken clouds
311,Erzurum,TR,40.0,41.5,46.08,48,51,2.8,broken clouds
312,Uray,RU,60.1247,64.7758,42.44,71,100,4.07,overcast clouds
313,Daru,PG,-9.0763,143.2092,80.8,74,86,15.88,overcast clouds
314,Hobyo,SO,5.3505,48.5268,78.4,82,57,18.84,broken clouds
315,Ugoofaaru,MV,5.6667,73.0,82.06,78,95,21.36,overcast clouds
316,Georgetown,MY,5.4112,100.3354,80.53,87,20,4.18,few clouds
317,Bose,IT,45.4612,8.0137,59.2,67,2,5.28,clear sky
318,Huadian,CN,42.9633,126.7478,56.17,71,100,3.87,light rain
319,Lorengau,PG,-2.0226,147.2712,82.74,77,100,6.49,overcast clouds
320,Huarmey,PE,-10.0681,-78.1522,67.17,91,31,6.85,scattered clouds
321,Fuente Palmera,ES,37.7049,-5.0996,64.11,73,100,1.95,overcast clouds
322,Meulaboh,ID,4.1363,96.1285,76.55,85,89,3.65,overcast clouds
323,Bridlington,GB,54.0831,-0.1919,53.29,89,74,7.94,broken clouds
324,Kralendijk,BQ,12.15,-68.2667,82.38,78,75,16.11,broken clouds
325,Saint George,US,37.1041,-113.5841,95.63,9,1,3.0,clear sky
326,Hare Bay,CA,48.8499,-54.0148,57.13,93,100,8.25,overcast clouds
327,Valley City,US,46.9233,-98.0032,54.34,46,1,6.91,clear sky
328,Malibu,US,34.005,-118.8101,85.28,76,18,7.0,few clouds
329,Lincoln,US,40.8,-96.667,62.65,78,90,1.99,overcast clouds
330,Bella Union,UY,-30.2752,-57.6007,57.52,81,45,7.85,scattered clouds
331,Presque Isle,US,46.6811,-68.0159,47.28,46,1,3.0,clear sky
332,Ampanihy,MG,-24.7,44.75,61.23,92,0,5.91,clear sky
333,Miramar,US,25.9873,-80.2323,81.0,68,1,8.05,clear sky
334,Herat,AF,34.5,62.0,66.97,45,1,32.77,clear sky
335,Zhanakorgan,KZ,43.9098,67.2495,73.8,40,89,2.28,overcast clouds
336,Christchurch,NZ,-43.5333,172.6333,54.0,81,75,4.61,broken clouds
337,Dukat,RU,62.55,155.55,34.86,97,100,3.06,light rain
338,Opuwo,NA,-18.0607,13.84,61.72,39,0,6.76,clear sky
339,Tamandare,BR,-8.7597,-35.1047,76.57,82,89,10.67,light rain
340,Akyab,MM,20.15,92.9,82.74,83,63,8.05,broken clouds
341,Luzon,PH,6.519,126.0941,82.96,77,19,4.0,few clouds
342,Coihaique,CL,-45.5752,-72.0662,39.15,93,75,0.0,broken clouds
343,Bereda,ES,43.2686,-7.5406,58.57,98,100,1.63,overcast clouds
344,Mercedes,AR,-34.6515,-59.4307,63.86,87,7,9.46,clear sky
345,Pouembout,NC,-21.1333,164.9,75.99,58,63,6.38,broken clouds
346,Gravdal,NO,68.1214,13.5031,42.85,83,78,9.33,broken clouds
347,Tucuman,AR,-26.8241,-65.2226,60.8,82,98,3.38,overcast clouds
348,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,41,24,10.18,few clouds
349,Kavieng,PG,-2.5744,150.7967,80.65,84,100,10.8,light rain
350,Yelizovo,RU,53.1873,158.3805,55.54,41,59,6.71,broken clouds
351,Naryan-Mar,RU,67.6713,53.087,38.79,53,100,15.66,overcast clouds
